hours,riverflow,demand,windspeed,windspeed hub height,Power,windfactor,direct,diffuse,temperature,Irradiance,panel_efficiency,efficiency,area_usage,performance_ratio,kW/m²,PV_factor
3884,4812246.964,0.00014949,6.882,8,1915,0.0003544025,0,0,26.652,0,0.95,0.21,0.33,0.85,0,0
3885,4812246.964,0.000137791,6.116,7.1,1357.4,0.0002512094,0,0,26.174,0,0.95,0.21,0.33,0.85,0,0
3886,4812246.964,0.000123492,5.827,6.8,1191.6,0.0002205253,0,0,25.774,0,0.95,0.21,0.33,0.85,0,0
3887,4812246.964,0.000111792,5.752,6.7,1138.4,0.0002106798,0,0,25.411,0,0.95,0.21,0.33,0.85,0,0
3888,4812246.964,8.31944E-05,5.647,6.6,1085.2,0.0002008343,0,0,25.117,0,0.95,0.21,0.33,0.85,0,0
3889,4812246.964,8.05946E-05,4.642,5.4,574,0.0001062282,0,0,24.891,0,0.95,0.21,0.33,0.85,0,0
3890,4812246.964,7.92947E-05,4.798,5.6,646,0.000119553,0,0,24.736,0,0.95,0.21,0.33,0.85,0,0
3891,4812246.964,7.92947E-05,6.402,7.5,1595,0.0002951812,0,0,24.671,0,0.95,0.21,0.33,0.85,0,0
3892,4812246.964,8.31944E-05,7.906,9.2,2615.8,0.0004840972,0,0,24.617,0,0.95,0.21,0.33,0.85,0,0
3893,4812246.964,9.09939E-05,9.136,10.7,2977.8,0.0005510913,0,0,24.557,0,0.95,0.21,0.33,0.85,0,0
3894,4812246.964,0.000101393,9.682,11.3,2998.8,0.0005549777,0,0.006,24.551,0.006,0.95,0.21,0.33,0.85,0.00039501,2.15971759532724E-06
3895,4812246.964,0.000113092,9.539,11.2,2998.2,0.0005548666,0.002,0.069,25.07,0.071,0.95,0.21,0.33,0.85,0.004674285,2.55567134066559E-05
3896,4812246.964,0.000122192,9.094,10.6,2971.4,0.0005499068,0.01,0.164,25.922,0.174,0.95,0.21,0.33,0.85,0.01145529,6.26335462393955E-05
3897,4812246.964,0.000124792,8.312,9.7,2796.4,0.0005175202,0.024,0.266,26.896,0.29,0.95,0.21,0.33,0.85,0.01909215,0.00010439578241
3898,4812246.964,0.000128691,6.98,8.2,2049,0.0003792014,0.038,0.35,28.364,0.388,0.95,0.21,0.33,0.85,0.02554398,0.000139688940092
3899,4812246.964,0.000124792,5.147,6,802,0.0001484234,0.059,0.424,29.877,0.483,0.95,0.21,0.33,0.85,0.031798305,0.000173915423093
3900,4812246.964,0.000122192,4.43,5.2,508,9.40138E-05,0.064,0.453,30.81,0.517,0.95,0.21,0.33,0.85,0.034036695,0.000186190298009
3901,4812246.964,0.000128691,4.679,5.5,607,0.0001123354,0.058,0.445,31.252,0.503,0.95,0.21,0.33,0.85,0.033115005,0.000181182128742
3902,4812246.964,0.000132591,5.511,6.4,986,0.0001824756,0.055,0.417,31.418,0.472,0.95,0.21,0.33,0.85,0.03107412,0.000170046643939
3903,4812246.964,0.000126092,5.921,6.9,1244.8,0.0002303709,0.038,0.349,31.195,0.387,0.95,0.21,0.33,0.85,0.025478145,0.000139447549885
3904,4812246.964,0.000115692,5.761,6.7,1138.4,0.0002106798,0.018,0.246,30.507,0.264,0.95,0.21,0.33,0.85,0.01738044,9.51402778528569E-05
3905,4812246.964,0.000129991,5.537,6.5,1032,0.0001909887,0.005,0.128,29.341,0.133,0.95,0.21,0.33,0.85,0.008756055,4.79350793235459E-05
3906,4812246.964,0.00015339,5.403,6.3,940,0.0001739626,0.001,0.041,27.904,0.042,0.95,0.21,0.33,0.85,0.00276507,1.51381191175342E-05
3907,4812246.964,0.00014819,5.494,6.4,986,0.0001824756,0,0.002,26.65,0.002,0.95,0.21,0.33,0.85,0.00013167,7.20873727793035E-07
3908,4812246.964,0.000140391,5.635,6.6,1085.2,0.0002008343,0,0,26.078,0,0.95,0.21,0.33,0.85,0,0
3909,4812246.964,0.000122192,5.722,6.7,1138.4,0.0002106798,0,0,25.692,0,0.95,0.21,0.33,0.85,0,0
3910,4812246.964,0.000110493,5.83,6.8,1191.6,0.0002205253,0,0,25.375,0,0.95,0.21,0.33,0.85,0,0
3911,4812246.964,9.87934E-05,5.835,6.8,1191.6,0.0002205253,0,0,25.101,0,0.95,0.21,0.33,0.85,0,0
3912,4812246.964,8.31944E-05,5.789,6.8,1191.6,0.0002205253,0,0,24.892,0,0.95,0.21,0.33,0.85,0,0
3913,4812246.964,8.18945E-05,4.463,5.2,508,9.40138E-05,0,0,24.729,0,0.95,0.21,0.33,0.85,0,0
3914,4812246.964,8.31944E-05,4.762,5.6,646,0.000119553,0,0,24.593,0,0.95,0.21,0.33,0.85,0,0
3915,4812246.964,8.31944E-05,5.449,6.4,986,0.0001824756,0,0,24.433,0,0.95,0.21,0.33,0.85,0,0
3916,4812246.964,8.70942E-05,5.472,6.4,986,0.0001824756,0,0,24.283,0,0.95,0.21,0.33,0.85,0,0
3917,4812246.964,9.22938E-05,5.666,6.6,1085.2,0.0002008343,0,0,24.134,0,0.95,0.21,0.33,0.85,0,0
3918,4812246.964,9.74935E-05,6.394,7.5,1595,0.0002951812,0,0.009,24.114,0.009,0.95,0.21,0.33,0.85,0.000592515,3.24393411353553E-06
3919,4812246.964,0.000103993,7.106,8.3,2116,0.0003916009,0.014,0.108,24.88,0.122,0.95,0.21,0.33,0.85,0.00803187,4.39734717416378E-05
3920,4812246.964,0.000116992,7.273,8.5,2250,0.0004163998,0.083,0.219,26.432,0.302,0.95,0.21,0.33,0.85,0.01988217,0.000108857151302
3921,4812246.964,0.000127391,7.087,8.3,2116,0.0003916009,0.153,0.311,28.391,0.464,0.95,0.21,0.33,0.85,0.03054744,0.00016726893095
3922,4812246.964,0.000131291,6.328,7.4,1535.6,0.0002841882,0.213,0.385,30.482,0.598,0.95,0.21,0.33,0.85,0.03936933,0.000215611109669
3923,4812246.964,0.000124792,4.916,5.7,685,0.0001267706,0.236,0.442,31.89,0.678,0.95,0.21,0.33,0.85,0.04463613,0.000244508123945
3924,4812246.964,0.000129991,4.226,4.9,414.8,7.67656E-05,0.238,0.473,32.712,0.711,0.95,0.21,0.33,0.85,0.046808685,0.000256471671243
3925,4812246.964,0.000133891,4.625,5.4,574,0.0001062282,0.166,0.48,32.95,0.646,0.95,0.21,0.33,0.85,0.04252941,0.0002330846736
3926,4812246.964,0.000131291,5.451,6.4,986,0.0001824756,0.07,0.419,32.384,0.489,0.95,0.21,0.33,0.85,0.032193315,0.000176478294433
3927,4812246.964,0.000128691,5.533,6.5,1032,0.0001909887,0.052,0.356,31.686,0.408,0.95,0.21,0.33,0.85,0.02686068,0.00014727168377
3928,4812246.964,0.000118292,5.527,6.5,1032,0.0001909887,0.033,0.271,30.85,0.304,0.95,0.21,0.33,0.85,0.02001384,0.000109748005583
3929,4812246.964,0.000129991,5.52,6.5,1032,0.0001909887,0.017,0.176,29.83,0.193,0.95,0.21,0.33,0.85,0.012706155,6.96831906091611E-05
3930,4812246.964,0.00014689,5.336,6.2,894,0.0001654495,0.002,0.06,28.437,0.062,0.95,0.21,0.33,0.85,0.00408177,2.23868336531882E-05
3931,4812246.964,0.00015209,5.176,6.1,848,0.0001569365,0,0.002,27.028,0.002,0.95,0.21,0.33,0.85,0.00013167,7.22172091442875E-07
3932,4812246.964,0.000136491,5.271,6.2,894,0.0001654495,0,0,26.383,0,0.95,0.21,0.33,0.85,0,0
3933,4812246.964,0.000123492,5.598,6.5,1032,0.0001909887,0,0,26.033,0,0.95,0.21,0.33,0.85,0,0
3934,4812246.964,0.000111792,5.887,6.9,1244.8,0.0002303709,0,0,25.779,0,0.95,0.21,0.33,0.85,0,0
3935,4812246.964,9.74935E-05,5.632,6.6,1085.2,0.0002008343,0,0,25.563,0,0.95,0.21,0.33,0.85,0,0
3936,4812246.964,8.57942E-05,5.243,6.1,848,0.0001569365,0,0,25.388,0,0.95,0.21,0.33,0.85,0,0
3937,4812246.964,8.44943E-05,4.29,5,442,8.17994E-05,0,0,25.268,0,0.95,0.21,0.33,0.85,0,0
3938,4812246.964,8.31944E-05,4.252,5,442,8.17994E-05,0,0,25.186,0,0.95,0.21,0.33,0.85,0,0
3939,4812246.964,8.44943E-05,4.771,5.6,646,0.000119553,0,0,25.133,0,0.95,0.21,0.33,0.85,0,0
3940,4812246.964,8.57942E-05,4.62,5.4,574,0.0001062282,0,0,25.094,0,0.95,0.21,0.33,0.85,0,0
3941,4812246.964,9.22938E-05,4.94,5.8,724,0.0001339882,0,0,25.019,0,0.95,0.21,0.33,0.85,0,0
3942,4812246.964,9.74935E-05,5.497,6.4,986,0.0001824756,0,0.005,24.969,0.005,0.95,0.21,0.33,0.85,0.000329175,1.80543153243945E-06
3943,4812246.964,0.000107893,5.939,6.9,1244.8,0.0002303709,0.002,0.066,25.628,0.068,0.95,0.21,0.33,0.85,0.00447678,2.45539131715856E-05
3944,4812246.964,0.000119592,6.172,7.2,1416.8,0.0002622023,0.008,0.156,26.616,0.164,0.95,0.21,0.33,0.85,0.01079694,5.92197152542765E-05
3945,4812246.964,0.000129991,6.117,7.2,1416.8,0.0002622023,0.019,0.254,28.187,0.273,0.95,0.21,0.33,0.85,0.017972955,9.85849983244162E-05
3946,4812246.964,0.000132591,5.761,6.7,1138.4,0.0002106798,0.029,0.334,29.721,0.363,0.95,0.21,0.33,0.85,0.023898105,0.000131098471565
3947,4812246.964,0.000127391,5.05,5.9,763,0.0001412058,0.047,0.411,30.962,0.458,0.95,0.21,0.33,0.85,0.03015243,0.000165429676495
3948,4812246.964,0.000124792,3.979,4.7,360.4,6.6698E-05,0.055,0.443,31.822,0.498,0.95,0.21,0.33,0.85,0.03278583,0.000179907445206
3949,4812246.964,0.000135191,4.021,4.7,360.4,6.6698E-05,0.055,0.443,32.383,0.498,0.95,0.21,0.33,0.85,0.03278583,0.000179939817719
3950,4812246.964,0.000132591,5.203,6.1,848,0.0001569365,0.036,0.385,32.387,0.421,0.95,0.21,0.33,0.85,0.027716535,0.000152145174685
3951,4812246.964,0.000127391,6.07,7.1,1357.4,0.0002512094,0.021,0.305,31.984,0.326,0.95,0.21,0.33,0.85,0.02146221,0.000117831055567
3952,4812246.964,0.000122192,6.07,7.1,1357.4,0.0002512094,0.014,0.233,31.438,0.247,0.95,0.21,0.33,0.85,0.016261245,8.92874248964429E-05
3953,4812246.964,0.000133891,5.493,6.4,986,0.0001824756,0.007,0.148,30.676,0.155,0.95,0.21,0.33,0.85,0.010204425,5.60355735512093E-05
3954,4812246.964,0.00015339,5.072,5.9,763,0.0001412058,0.002,0.06,29.54,0.062,0.95,0.21,0.33,0.85,0.00408177,2.24154854850693E-05
3955,4812246.964,0.00014949,4.962,5.8,724,0.0001339882,0,0.003,27.993,0.003,0.95,0.21,0.33,0.85,0.000197505,1.08464457824138E-06
3956,4812246.964,0.00014169,5.006,5.9,763,0.0001412058,0,0,27.226,0,0.95,0.21,0.33,0.85,0,0
3957,4812246.964,0.000129991,5.025,5.9,763,0.0001412058,0,0,26.735,0,0.95,0.21,0.33,0.85,0,0
3958,4812246.964,0.000118292,5.092,6,802,0.0001484234,0,0,26.321,0,0.95,0.21,0.33,0.85,0,0
3959,4812246.964,9.61935E-05,5.165,6,802,0.0001484234,0,0,25.95,0,0.95,0.21,0.33,0.85,0,0
3960,4812246.964,9.09939E-05,5.188,6.1,848,0.0001569365,0,0,25.677,0,0.95,0.21,0.33,0.85,0,0
3961,4812246.964,8.44943E-05,4.422,5.2,508,9.40138E-05,0,0,25.471,0,0.95,0.21,0.33,0.85,0,0
3962,4812246.964,8.44943E-05,5.059,5.9,763,0.0001412058,0,0,25.3,0,0.95,0.21,0.33,0.85,0,0
3963,4812246.964,8.31944E-05,5.188,6.1,848,0.0001569365,0,0,25.137,0,0.95,0.21,0.33,0.85,0,0
3964,4812246.964,8.57942E-05,5.387,6.3,940,0.0001739626,0,0,24.985,0,0.95,0.21,0.33,0.85,0,0
3965,4812246.964,8.83941E-05,5.622,6.6,1085.2,0.0002008343,0,0,24.85,0,0.95,0.21,0.33,0.85,0,0
3966,4812246.964,0.000100093,5.919,6.9,1244.8,0.0002303709,0,0.006,24.771,0.006,0.95,0.21,0.33,0.85,0.00039501,2.16929150939303E-06
3967,4812246.964,0.000103993,6.261,7.3,1476.2,0.0002731953,0.004,0.085,25.347,0.089,0.95,0.21,0.33,0.85,0.005859315,3.21778938592286E-05
3968,4812246.964,0.000116992,6.485,7.6,1659,0.0003070255,0.027,0.2,26.345,0.227,0.95,0.21,0.33,0.85,0.014944545,8.20743477891449E-05
3969,4812246.964,0.000128691,6.238,7.3,1476.2,0.0002731953,0.058,0.305,27.756,0.363,0.95,0.21,0.33,0.85,0.023898105,0.000131257417129
3970,4812246.964,0.000132591,5.518,6.5,1032,0.0001909887,0.108,0.395,29.582,0.503,0.95,0.21,0.33,0.85,0.033115005,0.000181903988688
3971,4812246.964,0.000135191,4.478,5.2,508,9.40138E-05,0.184,0.453,31.154,0.637,0.95,0.21,0.33,0.85,0.041936895,0.000230405412248
3972,4812246.964,0.000132591,3.768,4.4,283.6,5.24849E-05,0.212,0.48,32.233,0.692,0.95,0.21,0.33,0.85,0.04555782,0.000250356812726
3973,4812246.964,0.000129991,3.809,4.5,306,5.66304E-05,0.192,0.481,32.716,0.673,0.95,0.21,0.33,0.85,0.044306955,0.000243543826852
3974,4812246.964,0.000135191,4.426,5.2,508,9.40138E-05,0.118,0.447,32.543,0.565,0.95,0.21,0.33,0.85,0.037196775,0.000204510820975
3975,4812246.964,0.000131291,4.796,5.6,646,0.000119553,0.054,0.36,31.829,0.414,0.95,0.21,0.33,0.85,0.02725569,0.000149884599719
3976,4812246.964,0.000118292,4.994,5.8,724,0.0001339882,0.03,0.267,30.941,0.297,0.95,0.21,0.33,0.85,0.019552995,0.000107542027388
3977,4812246.964,0.000122192,5.883,6.9,1244.8,0.0002303709,0.012,0.163,30.068,0.175,0.95,0.21,0.33,0.85,0.011521125,6.33733297506278E-05
3978,4812246.964,0.00014169,6.524,7.6,1659,0.0003070255,0.002,0.061,28.889,0.063,0.95,0.21,0.33,0.85,0.004147605,2.2815844626271E-05
3979,4812246.964,0.00015079,6.689,7.8,1787,0.000330714,0,0.002,27.249,0.002,0.95,0.21,0.33,0.85,0.00013167,7.24329053997283E-07
3980,4812246.964,0.000140391,7.603,8.9,2476.4,0.0004582989,0,0,26.481,0,0.95,0.21,0.33,0.85,0,0
3981,4812246.964,0.000128691,6.664,7.8,1787,0.000330714,0,0,26.142,0,0.95,0.21,0.33,0.85,0,0
3982,4812246.964,0.000116992,6.02,7,1298,0.0002402164,0,0,25.958,0,0.95,0.21,0.33,0.85,0,0
3983,4812246.964,0.000105293,5.742,6.7,1138.4,0.0002106798,0,0,25.846,0,0.95,0.21,0.33,0.85,0,0
3984,4812246.964,9.35937E-05,5.52,6.5,1032,0.0001909887,0,0,25.774,0,0.95,0.21,0.33,0.85,0,0
3985,4812246.964,8.44943E-05,4.264,5,442,8.17994E-05,0,0,25.662,0,0.95,0.21,0.33,0.85,0,0
3986,4812246.964,8.31944E-05,4.76,5.6,646,0.000119553,0,0,25.429,0,0.95,0.21,0.33,0.85,0,0
3987,4812246.964,8.44943E-05,6.365,7.4,1535.6,0.0002841882,0,0,25.179,0,0.95,0.21,0.33,0.85,0,0
3988,4812246.964,8.57942E-05,6.958,8.1,1982,0.000366802,0,0,24.953,0,0.95,0.21,0.33,0.85,0,0
3989,4812246.964,8.70942E-05,7.11,8.3,2116,0.0003916009,0,0,24.781,0,0.95,0.21,0.33,0.85,0,0
3990,4812246.964,8.9694E-05,7.235,8.5,2250,0.0004163998,0,0.008,24.69,0.008,0.95,0.21,0.33,0.85,0.00052668,2.89731831460096E-06
3991,4812246.964,0.000102693,7.342,8.6,2306.6,0.0004268746,0.007,0.092,25.364,0.099,0.95,0.21,0.33,0.85,0.006517665,3.58544180248489E-05
3992,4812246.964,0.000113092,7.332,8.6,2306.6,0.0004268746,0.036,0.203,26.677,0.239,0.95,0.21,0.33,0.85,0.015734565,8.65607390186475E-05
3993,4812246.964,0.000114392,7.23,8.5,2250,0.0004163998,0.098,0.309,28.733,0.407,0.95,0.21,0.33,0.85,0.026794845,0.000147419542253
3994,4812246.964,0.000114392,7.024,8.2,2049,0.0003792014,0.151,0.387,30.391,0.538,0.95,0.21,0.33,0.85,0.03541923,0.000194897807255
3995,4812246.964,0.000107893,6.537,7.6,1659,0.0003070255,0.191,0.44,31.53,0.631,0.95,0.21,0.33,0.85,0.041541885,0.000228632880452
3996,4812246.964,0.000110493,5.748,6.7,1138.4,0.0002106798,0.256,0.458,32.516,0.714,0.95,0.21,0.33,0.85,0.04700619,0.000258765781451
3997,4812246.964,0.000115692,6.336,7.4,1535.6,0.0002841882,0.368,0.419,33.435,0.787,0.95,0.21,0.33,0.85,0.051812145,0.000285296051749
3998,4812246.964,0.000115692,6.84,8,1915,0.0003544025,0.406,0.366,34.005,0.772,0.95,0.21,0.33,0.85,0.05082462,0.000279938254034
3999,4812246.964,0.000111792,6.403,7.5,1595,0.0002951812,0.293,0.342,33.919,0.635,0.95,0.21,0.33,0.85,0.041805225,0.00023032456903
4000,4812246.964,0.000103993,5.986,7,1298,0.0002402164,0.1,0.302,32.965,0.402,0.95,0.21,0.33,0.85,0.02646567,0.000145845366181
4001,4812246.964,0.000107893,5.326,6.2,894,0.0001654495,0.041,0.199,31.761,0.24,0.95,0.21,0.33,0.85,0.0158004,8.70845612861229E-05
4002,4812246.964,0.000119592,6.646,7.8,1787,0.000330714,0.007,0.082,30.14,0.089,0.95,0.21,0.33,0.85,0.005859315,3.22966706850015E-05
4003,4812246.964,0.000129991,6.815,8,1915,0.0003544025,0,0.004,28.203,0.004,0.95,0.21,0.33,0.85,0.00026334,1.45158264241024E-06
4004,4812246.964,0.000139091,5.554,6.5,1032,0.0001909887,0,0,27.262,0,0.95,0.21,0.33,0.85,0,0
4005,4812246.964,0.000136491,4.059,4.7,360.4,6.6698E-05,0,0,26.818,0,0.95,0.21,0.33,0.85,0,0
4006,4812246.964,0.000116992,3.766,4.4,283.6,5.24849E-05,0,0,26.429,0,0.95,0.21,0.33,0.85,0,0
4007,4812246.964,0.000105293,3.866,4.5,306,5.66304E-05,0,0,26.066,0,0.95,0.21,0.33,0.85,0,0
4008,4812246.964,9.35937E-05,4.212,4.9,414.8,7.67656E-05,0,0,25.884,0,0.95,0.21,0.33,0.85,0,0
4009,4812246.964,8.70942E-05,3.916,4.6,333.2,6.16642E-05,0,0,25.727,0,0.95,0.21,0.33,0.85,0,0
4010,4812246.964,8.57942E-05,4.608,5.4,574,0.0001062282,0,0,25.469,0,0.95,0.21,0.33,0.85,0,0
4011,4812246.964,8.44943E-05,5.103,6,802,0.0001484234,0,0,25.129,0,0.95,0.21,0.33,0.85,0,0
4012,4812246.964,8.44943E-05,5.253,6.1,848,0.0001569365,0,0,24.945,0,0.95,0.21,0.33,0.85,0,0
4013,4812246.964,8.57942E-05,5.016,5.9,763,0.0001412058,0,0,24.89,0,0.95,0.21,0.33,0.85,0,0
4014,4812246.964,8.57942E-05,4.567,5.3,541,0.000100121,0,0.004,24.903,0.004,0.95,0.21,0.33,0.85,0.00026334,1.45158474950546E-06
4015,4812246.964,8.70942E-05,4.114,4.8,387.6,7.17318E-05,0.001,0.052,25.37,0.053,0.95,0.21,0.33,0.85,0.003489255,1.92335258500402E-05
4016,4812246.964,9.22938E-05,3.76,4.4,283.6,5.24849E-05,0.004,0.128,26.153,0.132,0.95,0.21,0.33,0.85,0.00869022,4.79032876171453E-05
4017,4812246.964,9.22938E-05,3.511,4.1,216.4,4.00484E-05,0.006,0.19,27.204,0.196,0.95,0.21,0.33,0.85,0.01290366,7.11325315196958E-05
4018,4812246.964,9.35937E-05,3.39,4,194,3.59029E-05,0.008,0.236,28.245,0.244,0.95,0.21,0.33,0.85,0.01606374,8.85590427493373E-05
4019,4812246.964,9.09939E-05,3.441,4,194,3.59029E-05,0.01,0.275,29.101,0.285,0.95,0.21,0.33,0.85,0.018762975,0.000103449026853
4020,4812246.964,8.83941E-05,3.255,3.8,158,2.92405E-05,0.012,0.309,29.913,0.321,0.95,0.21,0.33,0.85,0.021133035,0.000116528327092
4021,4812246.964,8.70942E-05,3.312,3.9,176,3.25717E-05,0.018,0.347,30.77,0.365,0.95,0.21,0.33,0.85,0.024029775,0.000132516499212
4022,4812246.964,9.09939E-05,3.759,4.4,283.6,5.24849E-05,0.019,0.34,31.341,0.359,0.95,0.21,0.33,0.85,0.023634765,0.000130355420044
4023,4812246.964,9.22938E-05,3.885,4.5,306,5.66304E-05,0.012,0.27,31.353,0.282,0.95,0.21,0.33,0.85,0.01856547,0.00010240952917
4024,4812246.964,9.61935E-05,4.657,5.4,574,0.0001062282,0.005,0.171,30.785,0.176,0.95,0.21,0.33,0.85,0.01158696,6.392171333436E-05
4025,4812246.964,0.000100093,4.938,5.8,724,0.0001339882,0.002,0.091,29.843,0.093,0.95,0.21,0.33,0.85,0.006122655,3.37789736422306E-05
4026,4812246.964,0.000132591,5.213,6.1,848,0.0001569365,0,0.033,28.708,0.033,0.95,0.21,0.33,0.85,0.002172555,1.19864923128445E-05
4027,4812246.964,0.000140391,5.507,6.4,986,0.0001824756,0,0.001,27.538,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.63231393653476E-07
4028,4812246.964,0.000135191,5.817,6.8,1191.6,0.0002205253,0,0,26.969,0,0.95,0.21,0.33,0.85,0,0
4029,4812246.964,0.000123492,6.236,7.3,1476.2,0.0002731953,0,0,26.585,0,0.95,0.21,0.33,0.85,0,0
4030,4812246.964,0.000113092,5.925,6.9,1244.8,0.0002303709,0,0,26.264,0,0.95,0.21,0.33,0.85,0,0
4031,4812246.964,9.87934E-05,5.069,5.9,763,0.0001412058,0,0,26.037,0,0.95,0.21,0.33,0.85,0,0
4032,4812246.964,8.70942E-05,4.274,5,442,8.17994E-05,0,0,25.793,0,0.95,0.21,0.33,0.85,0,0
4033,4812246.964,7.92947E-05,3.593,4.2,238.8,4.41939E-05,0,0,25.6,0,0.95,0.21,0.33,0.85,0,0
4034,4812246.964,8.18945E-05,4.522,5.3,541,0.000100121,0,0,25.382,0,0.95,0.21,0.33,0.85,0,0
4035,4812246.964,8.83941E-05,5.099,6,802,0.0001484234,0,0,25.202,0,0.95,0.21,0.33,0.85,0,0
4036,4812246.964,9.87934E-05,5.129,6,802,0.0001484234,0,0,24.946,0,0.95,0.21,0.33,0.85,0,0
4037,4812246.964,0.000110493,5.017,5.9,763,0.0001412058,0,0,24.641,0,0.95,0.21,0.33,0.85,0,0
4038,4812246.964,0.000118292,4.863,5.7,685,0.0001267706,0,0.007,24.443,0.007,0.95,0.21,0.33,0.85,0.000460845,2.54262067913398E-06
4039,4812246.964,0.000122192,4.755,5.6,646,0.000119553,0.006,0.094,25.343,0.1,0.95,0.21,0.33,0.85,0.0065835,3.63232449152906E-05
4040,4812246.964,0.000127391,4.944,5.8,724,0.0001339882,0.032,0.209,26.757,0.241,0.95,0.21,0.33,0.85,0.015866235,8.75422000626236E-05
4041,4812246.964,0.000123492,5.034,5.9,763,0.0001412058,0.062,0.313,28.456,0.375,0.95,0.21,0.33,0.85,0.024688125,0.00013622904207
4042,4812246.964,0.000122192,4.772,5.6,646,0.000119553,0.059,0.375,29.633,0.434,0.95,0.21,0.33,0.85,0.02857239,0.000157683892481
4043,4812246.964,0.000122192,4.424,5.2,508,9.40138E-05,0.043,0.393,30.31,0.436,0.95,0.21,0.33,0.85,0.02870406,0.000158435529095
4044,4812246.964,0.000131291,3.847,4.5,306,5.66304E-05,0.046,0.418,30.864,0.464,0.95,0.21,0.33,0.85,0.03054744,0.000168637005937
4045,4812246.964,0.000127391,3.475,4.1,216.4,4.00484E-05,0.059,0.439,31.465,0.498,0.95,0.21,0.33,0.85,0.03278583,0.000181024555363
4046,4812246.964,0.000118292,3.877,4.5,306,5.66304E-05,0.079,0.436,32.032,0.515,0.95,0.21,0.33,0.85,0.033905025,0.000187238003134
4047,4812246.964,0.000116992,4.472,5.2,508,9.40138E-05,0.051,0.363,32.036,0.414,0.95,0.21,0.33,0.85,0.02725569,0.000150545728265
4048,4812246.964,0.000116992,4.995,5.8,724,0.0001339882,0.023,0.256,31.534,0.279,0.95,0.21,0.33,0.85,0.018367965,0.000101470005794
4049,4812246.964,0.000128691,4.987,5.8,724,0.0001339882,0.009,0.151,30.672,0.16,0.95,0.21,0.33,0.85,0.0105336,5.81965895343618E-05
4050,4812246.964,0.000140391,4.764,5.6,646,0.000119553,0.002,0.057,29.413,0.059,0.95,0.21,0.33,0.85,0.003884265,2.14612413618504E-05
4051,4812246.964,0.00015469,4.436,5.2,508,9.40138E-05,0,0.003,27.811,0.003,0.95,0.21,0.33,0.85,0.000197505,1.09127298084489E-06
4052,4812246.964,0.00014949,4.197,4.9,414.8,7.67656E-05,0,0,26.995,0,0.95,0.21,0.33,0.85,0,0
4053,4812246.964,0.000137791,4.055,4.7,360.4,6.6698E-05,0,0,26.428,0,0.95,0.21,0.33,0.85,0,0
4054,4812246.964,0.000123492,3.968,4.6,333.2,6.16642E-05,0,0,25.963,0,0.95,0.21,0.33,0.85,0,0
4055,4812246.964,0.000111792,3.781,4.4,283.6,5.24849E-05,0,0,25.602,0,0.95,0.21,0.33,0.85,0,0
4056,4812246.964,8.31944E-05,3.755,4.4,283.6,5.24849E-05,0,0,25.278,0,0.95,0.21,0.33,0.85,0,0
4057,4812246.964,8.05946E-05,4.222,4.9,414.8,7.67656E-05,0,0,24.99,0,0.95,0.21,0.33,0.85,0,0
4058,4812246.964,7.92947E-05,5.802,6.8,1191.6,0.0002205253,0,0,24.735,0,0.95,0.21,0.33,0.85,0,0
4059,4812246.964,7.92947E-05,6.188,7.2,1416.8,0.0002622023,0,0,24.522,0,0.95,0.21,0.33,0.85,0,0
4060,4812246.964,8.31944E-05,6.483,7.6,1659,0.0003070255,0,0,24.328,0,0.95,0.21,0.33,0.85,0,0
4061,4812246.964,9.09939E-05,6.74,7.9,1851,0.0003425582,0,0,24.154,0,0.95,0.21,0.33,0.85,0,0
4062,4812246.964,0.000101393,6.952,8.1,1982,0.000366802,0,0.009,24.108,0.009,0.95,0.21,0.33,0.85,0.000592515,3.27382251516871E-06
4063,4812246.964,0.000113092,6.962,8.1,1982,0.000366802,0.012,0.104,25.333,0.116,0.95,0.21,0.33,0.85,0.00763686,4.21960727824054E-05
4064,4812246.964,0.000122192,6.709,7.8,1787,0.000330714,0.058,0.22,26.743,0.278,0.95,0.21,0.33,0.85,0.01830213,0.000101129338239
4065,4812246.964,0.000124792,6.251,7.3,1476.2,0.0002731953,0.095,0.319,28.902,0.414,0.95,0.21,0.33,0.85,0.02725569,0.000150617915455
4066,4812246.964,0.000128691,5.755,6.7,1138.4,0.0002106798,0.123,0.399,30.533,0.522,0.95,0.21,0.33,0.85,0.03436587,0.000189938153663
4067,4812246.964,0.000124792,5.441,6.4,986,0.0001824756,0.137,0.455,31.685,0.592,0.95,0.21,0.33,0.85,0.03897432,0.000215449709416
4068,4812246.964,0.000122192,5.132,6,802,0.0001484234,0.169,0.485,32.723,0.654,0.95,0.21,0.33,0.85,0.04305609,0.000238064990286
4069,4812246.964,0.000128691,5.671,6.6,1085.2,0.0002008343,0.14,0.482,33.308,0.622,0.95,0.21,0.33,0.85,0.04094937,0.000226470465084
4070,4812246.964,0.000132591,6.671,7.8,1787,0.000330714,0.076,0.428,33.307,0.504,0.95,0.21,0.33,0.85,0.03318084,0.000183548183037
4071,4812246.964,0.000126092,7.115,8.3,2116,0.0003916009,0.035,0.333,32.917,0.368,0.95,0.21,0.33,0.85,0.02422728,0.000134043911766
