;Hour;Energy Demand;Water Demand;Factor Wind;Wind Output;Wind Usage;Wind Over;Factor PV;PV Output;PV Usage;PV Over;Dam Output;Storage;Turbine Water;River;Water Balance;Valve;Installed Wind;Installed PV
168;168;22,78;10956,11;0,07;0,96;0,0;0,96;0,0;0,0;0,0;0,0;22,78;6240000,0;467958,82;725863,26;246948,32;246948,32;13,34;81,09
169;169;23,52;7825,79;0,06;0,78;0,0;0,78;0,0;0,0;0,0;0,0;23,52;6240000,0;483301,56;725631,99;234504,64;234504,64;13,34;81,09
170;170;25,39;5947,6;0,03;0,34;0,0;0,34;0,0;0,0;0,0;0,0;25,39;6240000,0;521659,0;725400,73;197794,12;197794,12;13,34;81,09
171;171;28,38;4695,48;0,01;0,15;0,0;0,15;0,0;0,0;0,0;0,0;28,38;6240000,0;583030,54;725169,46;137443,45;137443,45;13,34;81,09
172;172;31,74;5947,6;0,04;0,54;0,0;0,54;0,0;0,0;0,0;0,0;31,74;6240000,0;652075,25;724938,2;66915,35;66915,35;13,34;81,09
173;173;33,98;9077,92;0,06;0,86;0,0;0,86;0,02;1,58;0,0;1,58;33,98;6240000,0;698101,05;724706,93;17527,96;17527,96;13,34;81,09
174;174;35,1;17373,26;0,09;1,16;0,0;1,16;0,14;11,57;0,0;11,57;35,1;6225985,45;721116,96;724475,67;-14014,55;0,0;13,34;81,09
175;175;36,59;21599,19;0,1;1,36;0,0;1,36;0,27;22,08;0,0;22,08;36,59;6176825,84;751804,82;724244,4;-49159,61;0,0;13,34;81,09
176;176;35,47;22694,8;0,15;1,96;0,0;1,96;0,38;30,79;0,0;30,79;35,47;6149355,25;728788,92;724013,14;-27470,59;0,0;13,34;81,09
177;177;35,1;21129,64;0,17;2,26;0,0;2,26;0,46;36,99;0,0;36,99;35,1;6130890,52;721116,96;723781,87;-18464,73;0,0;13,34;81,09
178;178;35,1;17999,33;0,23;3,04;0,0;3,04;0,49;40,06;0,0;40,06;35,1;6115324,85;721116,96;723550,61;-15565,67;0,0;13,34;81,09
179;179;37,71;16121,14;0,38;5,06;0,0;5,06;0,49;39,76;0,0;39,76;37,71;6047708,32;774814,73;723319,34;-67616,52;0,0;13,34;81,09
180;180;36,59;15495,07;0,38;5,06;0,0;5,06;0,45;36,13;0,0;36,13;36,59;6003496,5;751804,82;723088,08;-44211,82;0,0;13,34;81,09
181;181;33,98;15338,56;0,57;7,66;0,0;7,66;0,36;29,51;0,0;29,51;33,98;6012913,71;698101,05;722856,81;9417,2;0,0;13,34;81,09
182;182;33,6;15182,04;0,86;11,44;0,0;11,44;0,25;20,42;0,0;20,42;33,6;6029928,13;690429,09;722625,55;17014,42;0,0;13,34;81,09
183;183;33,6;15025,52;0,9;12,0;0,0;12,0;0,12;9,82;0,0;9,82;33,6;6046867,8;690429,09;722394,28;16939,67;0,0;13,34;81,09
184;184;36,96;16434,17;0,66;8,81;0,0;8,81;0,01;0,98;0,0;0,98;36,96;5993125,85;759470,8;722163,02;-53741,95;0,0;13,34;81,09
185;185;40,32;18781,91;0,43;5,77;0,0;5,77;0,0;0,0;0,0;0,0;40,32;5867757,2;828518,5;721931,75;-125368,65;0,0;13,34;81,09
186;186;44,43;21912,22;0,3;3,97;0,0;3,97;0,0;0,0;0,0;0,0;44,43;5654641,32;912904,14;721700,49;-213115,88;0,0;13,34;81,09
187;187;42,94;23164,35;0,22;2,87;0,0;2,87;0,0;0,0;0,0;0,0;42,94;5470729,92;882216,28;721469,22;-183911,4;0,0;13,34;81,09
188;188;39,58;22225,25;0,22;2,87;0,0;2,87;0,0;0,0;0,0;0,0;39,58;5356568,06;813174,57;721237,96;-114161,86;0,0;13,34;81,09
189;189;35,47;20347,06;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;35,47;5328438,76;728788,92;721006,69;-28129,29;0,0;13,34;81,09
190;190;32,11;17216,75;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;32,11;5372250,23;659747,21;720775,43;43811,47;0,0;13,34;81,09
191;191;23,9;12521,27;0,22;2,87;0,0;2,87;0,0;0,0;0,0;0,0;23,9;5589300,2;490972,93;720544,16;217049,97;0,0;13,34;81,09
192;192;23,15;10956,11;0,22;2,87;0,0;2,87;0,0;0,0;0,0;0,0;23,15;5823026,8;475630,19;720312,9;233726,6;0,0;13,34;81,09
193;193;22,78;7825,79;0,49;6,56;0,0;6,56;0,0;0,0;0,0;0,0;22,78;6067323,81;467958,82;720081,63;244297,02;0,0;13,34;81,09
194;194;22,78;5947,6;0,43;5,77;0,0;5,77;0,0;0,0;0,0;0,0;22,78;6240000,0;467958,82;719850,37;245943,94;73267,76;13,34;81,09
195;195;23,9;4695,48;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;23,9;6240000,0;490972,93;719619,1;223950,7;223950,7;13,34;81,09
196;196;26,14;5947,6;0,12;1,6;0,0;1,6;0,0;0,0;0,0;0,0;26,14;6240000,0;537001,73;719387,84;176438,5;176438,5;13,34;81,09
197;197;29,12;9077,92;0,04;0,54;0,0;0,54;0,02;1,54;0,0;1,54;29,12;6240000,0;598373,27;719156,57;111705,38;111705,38;13,34;81,09
198;198;32,48;17373,26;0,01;0,15;0,0;0,15;0,14;11,36;0,0;11,36;32,48;6240000,0;667419,18;718925,31;34132,87;34132,87;13,34;81,09
199;199;35,1;21599,19;0,0;0,0;0,0;0,0;0,27;21,78;0,0;21,78;35,1;6215977,9;721116,96;718694,05;-24022,1;0,0;13,34;81,09
200;200;35,84;22694,8;0,02;0,21;0,0;0,21;0,38;30,49;0,0;30,49;35,84;6175284,99;736460,89;718462,78;-40692,91;0,0;13,34;81,09
201;201;36,96;21129,64;0,04;0,54;0,0;0,54;0,45;36,73;0,0;36,73;36,96;6112916,06;759470,8;718231,52;-62368,92;0,0;13,34;81,09
202;202;35,84;17999,33;0,12;1,6;0,0;1,6;0,49;39,72;0,0;39,72;35,84;6076456,1;736460,89;718000,25;-36459,96;0,0;13,34;81,09
203;203;35,1;16121,14;0,18;2,4;0,0;2,4;0,49;39,34;0,0;39,34;35,1;6056986,99;721116,96;717768,99;-19469,1;0,0;13,34;81,09
204;204;36,96;15495,07;0,08;1,06;0,0;1,06;0,44;35,62;0,0;35,62;36,96;5999558,85;759470,8;717537,72;-57428,15;0,0;13,34;81,09
205;205;38,08;15338,56;0,03;0,4;0,0;0,4;0,35;28,74;0,0;28,74;38,08;5919040,05;782486,7;717306,46;-80518,8;0,0;13,34;81,09
206;206;36,22;15182,04;0,19;2,55;0,0;2,55;0,24;19,48;0,0;19,48;36,22;5876800,34;744132,86;717075,19;-42239,71;0,0;13,34;81,09
207;207;33,23;15025,52;0,4;5,3;0,0;5,3;0,11;8,63;0,0;8,63;33,23;5895861,63;682757,12;716843,93;19061,28;0,0;13,34;81,09
208;208;37,34;16434,17;0,45;6,03;0,0;6,03;0,01;0,77;0,0;0,77;37,34;5828897,36;767142,76;716612,66;-66964,27;0,0;13,34;81,09
209;209;44,06;18781,91;0,36;4,82;0,0;4,82;0,0;0,0;0,0;0,0;44,06;5621264,67;905232,18;716381,4;-207632,69;0,0;13,34;81,09
210;210;42,56;21912,22;0,25;3,39;0,0;3,39;0,0;0,0;0,0;0,0;42,56;5440958,27;874544,31;716150,13;-180306,4;0,0;13,34;81,09
211;211;40,32;23164,35;0,18;2,4;0,0;2,4;0,0;0,0;0,0;0,0;40,32;5305194,29;828518,5;715918,87;-135763,98;0,0;13,34;81,09
212;212;35,1;22225,25;0,12;1,6;0,0;1,6;0,0;0,0;0,0;0,0;35,1;5277539,68;721116,96;715687,6;-27654,61;0,0;13,34;81,09
213;213;31,74;20347,06;0,06;0,86;0,0;0,86;0,0;0,0;0,0;0,0;31,74;5320573,71;652075,25;715456,34;43034,03;0,0;13,34;81,09
214;214;28,38;17216,75;0,05;0,62;0,0;0,62;0,0;0,0;0,0;0,0;28,38;5435551,5;583030,54;715225,07;114977,79;0,0;13,34;81,09
215;215;23,9;12521,27;0,04;0,54;0,0;0,54;0,0;0,0;0,0;0,0;23,9;5647051,11;490972,93;714993,81;211499,61;0,0;13,34;81,09
216;216;23,52;10956,11;0,09;1,26;0,0;1,26;0,0;0,0;0,0;0,0;23,52;5867555,98;483301,56;714762,54;220504,87;0,0;13,34;81,09
217;217;23,9;7825,79;0,36;4,82;0,0;4,82;0,0;0,0;0,0;0,0;23,9;6083288,54;490972,93;714531,28;215732,56;0,0;13,34;81,09
218;218;23,9;5947,6;0,55;7,37;0,0;7,37;0,0;0,0;0,0;0,0;23,9;6240000,0;490972,93;714300,01;217379,48;60668,02;13,34;81,09
219;219;25,02;4695,48;0,43;5,77;0,0;5,77;0,0;0,0;0,0;0,0;25,02;6240000,0;513987,03;714068,75;195386,24;195386,24;13,34;81,09
220;220;26,51;5947,6;0,23;3,04;0,0;3,04;0,0;0,0;0,0;0,0;26,51;6240000,0;544673,1;713837,48;163216,78;163216,78;13,34;81,09
221;221;28,0;9077,92;0,11;1,48;0,0;1,48;0,02;1,28;0,0;1,28;28,0;6240000,0;575359,17;713606,22;129169,13;129169,13;13,34;81,09
222;222;29,87;17373,26;0,05;0,62;0,0;0,62;0,13;10,21;0,0;10,21;29,87;6240000,0;613715,41;713374,95;82286,28;82286,28;13,34;81,09
223;223;33,6;21599,19;0,02;0,21;0,0;0,21;0,26;20,97;0,0;20,97;33,6;6240000,0;690429,09;713143,69;1115,41;1115,41;13,34;81,09
224;224;36,59;22694,8;0,0;0,0;0,0;0,0;0,37;29,9;0,0;29,9;36,59;6178412,8;751804,82;712912,42;-61587,2;0,0;13,34;81,09
225;225;37,71;21129,64;0,0;0,0;0,0;0,0;0,45;36,09;0,0;36,09;37,71;6095149,58;774814,73;712681,16;-83263,22;0,0;13,34;81,09
226;226;35,84;17999,33;0,0;0,0;0,0;0,0;0,48;39,04;0,0;39,04;35,84;6053139,26;736460,89;712449,89;-42010,32;0,0;13,34;81,09
227;227;37,34;16121,14;0,0;0,0;0,0;0,0;0,45;36,82;0,0;36,82;37,34;5982093,99;767142,76;712218,63;-71045,27;0,0;13,34;81,09
228;228;38,46;15495,07;0,02;0,21;0,0;0,21;0,39;31,48;0,0;31,48;38,46;5888427,62;790158,67;711987,36;-93666,37;0,0;13,34;81,09
229;229;37,71;15338,56;0,07;0,96;0,0;0,96;0,3;24,69;0,0;24,69;37,71;5810030,43;774814,73;711756,1;-78397,19;0,0;13,34;81,09
230;230;36,96;15182,04;0,2;2,7;0,0;2,7;0,19;15,33;0,0;15,33;36,96;5746902,43;759470,8;711524,84;-63128,0;0,0;13,34;81,09
231;231;33,98;15025,52;0,41;5,53;0,0;5,53;0,09;7,05;0,0;7,05;33,98;5745069,42;698101,05;711293,57;-1833,01;0,0;13,34;81,09
232;232;37,34;16434,17;0,71;9,41;0,0;9,41;0,01;0,73;0,0;0,73;37,34;5672554,8;767142,76;711062,31;-72514,63;0,0;13,34;81,09
233;233;42,19;18781,91;0,68;9,11;0,0;9,11;0,0;0,0;0,0;0,0;42,19;5497731,59;866872,34;710831,04;-174823,21;0,0;13,34;81,09
234;234;43,68;21912,22;0,49;6,56;0,0;6,56;0,0;0,0;0,0;0,0;43,68;5288858,93;897560,21;710599,78;-208872,66;0,0;13,34;81,09
235;235;39,2;23164,35;0,4;5,3;0,0;5,3;0,0;0,0;0,0;0,0;39,2;5170560,5;805502,6;710368,51;-118298,44;0,0;13,34;81,09
236;236;35,47;22225,25;0,33;4,38;0,0;4,38;0,0;0,0;0,0;0,0;35,47;5129683,57;728788,92;710137,25;-40876,93;0,0;13,34;81,09
237;237;32,11;20347,06;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;32,11;5159495,27;659747,21;709905,98;29811,7;0,0;13,34;81,09
238;238;28,0;17216,75;0,23;3,04;0,0;3,04;0,0;0,0;0,0;0,0;28,0;5276594,07;575359,17;709674,72;117098,8;0,0;13,34;81,09
239;239;24,64;12521,27;0,18;2,4;0,0;2,4;0,0;0,0;0,0;0,0;24,64;5467200,59;506315,66;709443,45;190606,52;0,0;13,34;81,09
240;240;24,27;10956,11;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;24,27;5666812,37;498644,29;709212,19;199611,78;0,0;13,34;81,09
241;241;23,9;7825,79;0,4;5,3;0,0;5,3;0,0;0,0;0,0;0,0;23,9;5876994,57;490972,93;708980,92;210182,2;0,0;13,34;81,09
242;242;24,27;5947,6;0,36;4,82;0,0;4,82;0,0;0,0;0,0;0,0;24,27;6081152,33;498644,29;708749,66;204157,76;0,0;13,34;81,09
243;243;24,64;4695,48;0,23;3,04;0,0;3,04;0,0;0,0;0,0;0,0;24,64;6240000,0;506315,66;708518,39;197507,25;38659,58;13,34;81,09
244;244;26,51;5947,6;0,12;1,6;0,0;1,6;0,0;0,0;0,0;0,0;26,51;6240000,0;544673,1;708287,13;157666,42;157666,42;13,34;81,09
245;245;28,0;9077,92;0,05;0,62;0,0;0,62;0,02;1,54;0,0;1,54;28,0;6240000,0;575359,17;708055,86;123618,77;123618,77;13,34;81,09
246;246;30,99;17373,26;0,02;0,27;0,0;0,27;0,13;10,93;0,0;10,93;30,99;6240000,0;636731,31;707824,6;53720,02;53720,02;13,34;81,09
247;247;34,35;21599,19;0,02;0,27;0,0;0,27;0,26;20,84;0,0;20,84;34,35;6220221,12;705773,02;707593,33;-19778,88;0,0;13,34;81,09
248;248;37,34;22694,8;0,05;0,62;0,0;0,62;0,36;29,38;0,0;29,38;37,34;6137745,62;767142,76;707362,07;-82475,5;0,0;13,34;81,09
249;249;38,08;21129,64;0,13;1,72;0,0;1,72;0,44;35,53;0,0;35,53;38,08;6041260,08;782486,7;707130,8;-96485,54;0,0;13,34;81,09
250;250;36,59;17999,33;0,34;4,59;0,0;4,59;0,48;38,82;0,0;38,82;36,59;5978355,47;751804,82;706899,54;-62904,61;0,0;13,34;81,09
251;251;35,84;16121,14;0,57;7,66;0,0;7,66;0,48;38,61;0,0;38,61;35,84;5932441,72;736460,89;706668,27;-45913,75;0,0;13,34;81,09
252;252;38,83;15495,07;0,51;6,83;0,0;6,83;0,43;35,11;0,0;35,11;38,83;5825553,03;797830,63;706437,01;-106888,7;0,0;13,34;81,09
253;253;38,08;15338,56;0,24;3,22;0,0;3,22;0,35;28,27;0,0;28,27;38,08;5733933,52;782486,7;706205,74;-91619,51;0,0;13,34;81,09
254;254;36,59;15182,04;0,24;3,22;0,0;3,22;0,24;19,18;0,0;19,18;36,59;5672921,13;751804,82;705974,48;-61012,38;0,0;13,34;81,09
255;255;35,1;15025,52;0,36;4,82;0,0;4,82;0,11;8,97;0,0;8,97;35,1;5642521,87;721116,96;705743,21;-30399,27;0,0;13,34;81,09
256;256;38,46;16434,17;0,38;5,06;0,0;5,06;0,01;0,9;0,0;0,9;38,46;5541440,98;790158,67;705511,95;-101080,88;0,0;13,34;81,09
257;257;44,06;18781,91;0,4;5,3;0,0;5,3;0,0;0,0;0,0;0,0;44,06;5322707,58;905232,18;705280,68;-218733,4;0,0;13,34;81,09
258;258;42,94;21912,22;0,34;4,59;0,0;4,59;0,0;0,0;0,0;0,0;42,94;5123628,51;882216,28;705049,42;-199079,08;0,0;13,34;81,09
259;259;40,7;23164,35;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;40,7;4969091,84;836190,47;704818,15;-154536,66;0,0;13,34;81,09
260;260;37,34;22225,25;0,18;2,4;0,0;2,4;0,0;0,0;0,0;0,0;37,34;4884310,71;767142,76;704586,89;-84781,13;0,0;13,34;81,09
261;261;33,98;20347,06;0,2;2,7;0,0;2,7;0,0;0,0;0,0;0,0;33,98;4870218,22;698101,05;704355,62;-14092,49;0,0;13,34;81,09
262;262;27,63;17216,75;0,23;3,04;0,0;3,04;0,0;0,0;0,0;0,0;27,63;4989438,63;567687,2;704124,36;119220,41;0,0;13,34;81,09
263;263;26,14;12521,27;0,38;5,06;0,0;5,06;0,0;0,0;0,0;0,0;26,14;5143808,72;537001,73;703893,1;154370,09;0,0;13,34;81,09
264;264;24,27;10956,11;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;24,27;5337870,15;498644,29;703661,83;194061,42;0,0;13,34;81,09
265;265;24,27;7825,79;0,38;5,06;0,0;5,06;0,0;0,0;0,0;0,0;24,27;5534830,62;498644,29;703430,57;196960,48;0,0;13,34;81,09
266;266;23,9;5947,6;0,33;4,38;0,0;4,38;0,0;0,0;0,0;0,0;23,9;5741109,39;490972,93;703199,3;206278,77;0,0;13,34;81,09
267;267;24,64;4695,48;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;24,64;5933066,29;506315,66;702968,04;191956,9;0,0;13,34;81,09
268;268;25,39;5947,6;0,08;1,06;0,0;1,06;0,0;0,0;0,0;0,0;25,39;6108196,46;521659,0;702736,77;175130,17;0,0;13,34;81,09
269;269;28,75;9077,92;0,03;0,4;0,0;0,4;0,02;1,45;0,0;1,45;28,75;6210922,14;590701,91;702505,51;102725,68;0,0;13,34;81,09
270;270;29,87;17373,26;0,03;0,34;0,0;0,34;0,13;10,89;0,0;10,89;29,87;6240000,0;613715,41;702274,24;71185,57;42107,71;13,34;81,09
271;271;33,6;21599,19;0,05;0,62;0,0;0,62;0,27;21,82;0,0;21,82;33,6;6230014,7;690429,09;702042,98;-9985,3;0,0;13,34;81,09
272;272;36,96;22694,8;0,08;1,06;0,0;1,06;0,38;30,45;0,0;30,45;36,96;6149660,81;759470,8;701811,71;-80353,89;0,0;13,34;81,09
273;273;38,08;21129,64;0,13;1,72;0,0;1,72;0,45;36,47;0,0;36,47;38,08;6047624,92;782486,7;701580,45;-102035,89;0,0;13,34;81,09
274;274;38,83;17999,33;0,18;2,4;0,0;2,4;0,49;39,42;0,0;39,42;38,83;5933144,14;797830,63;701349,18;-114480,78;0,0;13,34;81,09
275;275;38,08;16121,14;0,33;4,38;0,0;4,38;0,48;39,04;0,0;39,04;38,08;5835654,22;782486,7;701117,92;-97489,92;0,0;13,34;81,09
276;276;37,34;15495,07;0,6;7,94;0,0;7,94;0,44;35,41;0,0;35,41;37,34;5753903,04;767142,76;700886,65;-81751,18;0,0;13,34;81,09
277;277;38,83;15338,56;0,83;11,01;0,0;11,01;0,35;28,49;0,0;28,49;38,83;5641389,24;797830,63;700655,39;-112513,8;0,0;13,34;81,09
278;278;37,71;15182,04;0,91;12,18;0,0;12,18;0,22;17,55;0,0;17,55;37,71;5551816,59;774814,73;700424,12;-89572,65;0,0;13,34;81,09
279;279;33,98;15025,52;0,92;12,31;0,0;12,31;0,1;7,77;0,0;7,77;33,98;5538882,87;698101,05;700192,86;-12933,72;0,0;13,34;81,09
280;280;35,1;16434,17;0,89;11,81;0,0;11,81;0,01;0,85;0,0;0,85;35,1;5501293,34;721116,96;699961,59;-37589,53;0,0;13,34;81,09
281;281;40,7;18781,91;0,75;10,0;0,0;10,0;0,0;0,0;0,0;0,0;40,7;5346051,3;836190,47;699730,33;-155242,04;0,0;13,34;81,09
282;282;43,31;21912,22;0,57;7,66;0,0;7,66;0,0;0,0;0,0;0,0;43,31;5133749,89;889888,24;699499,06;-212301,4;0,0;13,34;81,09
283;283;40,32;23164,35;0,55;7,37;0,0;7,37;0,0;0,0;0,0;0,0;40,32;4981334,84;828518,5;699267,8;-152415,05;0,0;13,34;81,09
284;284;36,96;22225,25;0,51;6,83;0,0;6,83;0,0;0,0;0,0;0,0;36,96;4898675,32;759470,8;699036,53;-82659,52;0,0;13,34;81,09
285;285;33,6;20347,06;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;33,6;4886704,44;690429,09;698805,27;-11970,88;0,0;13,34;81,09
286;286;30,24;17216,75;0,06;0,86;0,0;0,86;0,0;0,0;0,0;0,0;30,24;4946674,32;621387,38;698574,0;59969,88;0,0;13,34;81,09
287;287;26,88;12521,27;0,05;0,62;0,0;0,62;0,0;0,0;0,0;0,0;26,88;5080151,32;552344,47;698342,74;133477,0;0,0;13,34;81,09
288;288;24,27;10956,11;0,09;1,16;0,0;1,16;0,0;0,0;0,0;0,0;24,27;5268662,39;498644,29;698111,47;188511,07;0,0;13,34;81,09
289;289;23,9;7825,79;0,33;4,38;0,0;4,38;0,0;0,0;0,0;0,0;23,9;5467743,88;490972,93;697880,21;199081,49;0,0;13,34;81,09
290;290;24,27;5947,6;0,43;5,77;0,0;5,77;0,0;0,0;0,0;0,0;24,27;5660800,93;498644,29;697648,94;193057,05;0,0;13,34;81,09
291;291;24,64;4695,48;0,38;5,06;0,0;5,06;0,0;0,0;0,0;0,0;24,64;5847207,47;506315,66;697417,68;186406,54;0,0;13,34;81,09
292;292;25,02;5947,6;0,31;4,18;0,0;4,18;0,0;0,0;0,0;0,0;25,02;6024459,25;513987,03;697186,41;177251,78;0,0;13,34;81,09
293;293;25,76;9077,92;0,28;3,77;0,0;3,77;0,02;1,75;0,0;1,75;25,76;6183006,11;529330,37;696955,15;158546,86;0,0;13,34;81,09
294;294;29,5;17373,26;0,31;4,18;0,0;4,18;0,15;12,26;0,0;12,26;29,5;6240000,0;606043,44;696723,89;73307,18;16313,29;13,34;81,09
295;295;32,48;21599,19;0,34;4,59;0,0;4,59;0,28;22,68;0,0;22,68;32,48;6240000,0;667419,18;696492,62;7474,25;7474,25;13,34;81,09
296;296;32,86;22694,8;0,36;4,82;0,0;4,82;0,39;31,35;0,0;31,35;32,86;6238481,4;675085,15;696261,36;-1518,6;0,0;13,34;81,09
297;297;32,86;21129,64;0,36;4,82;0,0;4,82;0,46;37,46;0,0;37,46;32,86;6238296,7;675085,15;696030,09;-184,71;0,0;13,34;81,09
298;298;30,99;17999,33;0,49;6,56;0,0;6,56;0,5;40,4;0,0;40,4;30,99;6240000,0;636731,31;695798,83;41068,19;39364,88;13,34;81,09
299;299;31,74;16121,14;0,89;11,81;0,0;11,81;0,49;40,06;0,0;40,06;31,74;6240000,0;652075,25;695567,56;27371,18;27371,18;13,34;81,09
300;300;33,23;15495,07;1,0;13,32;0,0;13,32;0,45;36,35;0,0;36,35;33,23;6237084,1;682757,12;695336,3;-2915,9;0,0;13,34;81,09
301;301;33,23;15338,56;1,0;13,34;0,0;13,34;0,36;29,51;0,0;29,51;33,23;6234093,46;682757,12;695105,03;-2990,64;0,0;13,34;81,09
302;302;32,11;15182,04;1,0;13,32;0,0;13,32;0,25;20,07;0,0;20,07;32,11;6240000,0;659747,21;694873,77;19944,51;14037,97;13,34;81,09
303;303;29,87;15025,52;0,99;13,18;0,0;13,18;0,1;7,99;0,0;7,99;29,87;6240000,0;613715,41;694642,5;65901,57;65901,57;13,34;81,09
304;304;30,99;16434,17;0,94;12,56;0,0;12,56;0,01;0,9;0,0;0,9;30,99;6240000,0;636731,31;694411,24;41245,76;41245,76;13,34;81,09
305;305;34,35;18781,91;0,89;11,81;0,0;11,81;0,0;0,0;0,0;0,0;34,35;6209625,05;705773,02;694179,97;-30374,95;0,0;13,34;81,09
306;306;37,34;21912,22;0,83;11,01;0,0;11,01;0,0;0,0;0,0;0,0;37,34;6114518,77;767142,76;693948,71;-95106,28;0,0;13,34;81,09
307;307;39,95;23164,35;0,75;10,0;0,0;10,0;0,0;0,0;0,0;0,0;39,95;5964225,32;820846,53;693717,44;-150293,44;0,0;13,34;81,09
308;308;39,2;22225,25;0,77;10,25;0,0;10,25;0,0;0,0;0,0;0,0;39,2;5829983,65;805502,6;693486,18;-134241,68;0,0;13,34;81,09
309;309;33,6;20347,06;0,73;9,7;0,0;9,7;0,0;0,0;0,0;0,0;33,6;5812462,41;690429,09;693254,91;-17521,24;0,0;13,34;81,09
310;310;30,24;17216,75;0,64;8,51;0,0;8,51;0,0;0,0;0,0;0,0;30,24;5866881,93;621387,38;693023,65;54419,52;0,0;13,34;81,09
311;311;26,88;12521,27;0,53;7,09;0,0;7,09;0,0;0,0;0,0;0,0;26,88;5994808,58;552344,47;692792,38;127926,64;0,0;13,34;81,09
312;312;25,02;10956,11;0,38;5,06;0,0;5,06;0,0;0,0;0,0;0,0;25,02;6162426,55;513987,03;692561,12;167617,98;0,0;13,34;81,09
313;313;24,64;7825,79;0,64;8,51;0,0;8,51;0,0;0,0;0,0;0,0;24,64;6240000,0;506315,66;692329,85;178188,4;100614,95;13,34;81,09
314;314;24,27;5947,6;0,77;10,25;0,0;10,25;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;692098,59;187506,69;187506,69;13,34;81,09
315;315;24,27;4695,48;0,64;8,51;0,0;8,51;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;691867,32;188527,55;188527,55;13,34;81,09
316;316;24,64;5947,6;0,51;6,83;0,0;6,83;0,0;0,0;0,0;0,0;24,64;6240000,0;506315,66;691636,06;179372,79;179372,79;13,34;81,09
317;317;24,64;9077,92;0,43;5,77;0,0;5,77;0,02;1,58;0,0;1,58;24,64;6240000,0;506315,66;691404,79;176011,21;176011,21;13,34;81,09
318;318;25,02;17373,26;0,4;5,3;0,0;5,3;0,14;11,57;0,0;11,57;25,02;6240000,0;513987,03;691173,53;159813,24;159813,24;13,34;81,09
319;319;26,51;21599,19;0,38;5,06;0,0;5,06;0,28;22,38;0,0;22,38;26,51;6240000,0;544673,1;690942,26;124669,97;124669,97;13,34;81,09
320;320;26,51;22694,8;0,36;4,82;0,0;4,82;0,38;31,18;0,0;31,18;26,51;6240000,0;544673,1;690711,0;123343,1;123343,1;13,34;81,09
321;321;26,88;21129,64;0,34;4,59;0,0;4,59;0,46;37,41;0,0;37,41;26,88;6240000,0;552344,47;690479,73;117005,62;117005,62;13,34;81,09
322;322;26,14;17999,33;0,53;7,09;0,0;7,09;0,5;40,4;0,0;40,4;26,14;6240000,0;537001,73;690248,47;135247,41;135247,41;13,34;81,09
323;323;25,39;16121,14;0,86;11,44;0,0;11,44;0,49;40,1;0,0;40,1;25,39;6240000,0;521659,0;690017,2;152237,07;152237,07;13,34;81,09
324;324;25,02;15495,07;0,91;12,18;0,0;12,18;0,45;36,43;0,0;36,43;25,02;6240000,0;513987,03;689785,94;160303,84;160303,84;13,34;81,09
325;325;26,14;15338,56;0,93;12,43;0,0;12,43;0,37;29,64;0,0;29,64;26,14;6240000,0;537001,73;689554,67;137214,39;137214,39;13,34;81,09
326;326;26,51;15182,04;0,93;12,43;0,0;12,43;0,25;20,59;0,0;20,59;26,51;6240000,0;544673,1;689323,41;129468,27;129468,27;13,34;81,09
327;327;27,63;15025,52;0,86;11,44;0,0;11,44;0,12;9,95;0,0;9,95;27,63;6240000,0;567687,2;689092,15;106379,42;106379,42;13,34;81,09
328;328;28,75;16434,17;0,68;9,11;0,0;9,11;0,01;1,07;0,0;1,07;28,75;6240000,0;590701,91;688860,88;81724,81;81724,81;13,34;81,09
329;329;38,08;18781,91;0,51;6,83;0,0;6,83;0,0;0,0;0,0;0,0;38,08;6127361,01;782486,7;688629,62;-112638,99;0,0;13,34;81,09
330;330;40,32;21912,22;0,34;4,59;0,0;4,59;0,0;0,0;0,0;0,0;40,32;5965328,64;828518,5;688398,35;-162032,37;0,0;13,34;81,09
331;331;38,83;23164,35;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;38,83;5832500,74;797830,63;688167,09;-132827,9;0,0;13,34;81,09
332;332;35,47;22225,25;0,22;2,87;0,0;2,87;0,0;0,0;0,0;0,0;35,47;5769422,39;728788,92;687935,82;-63078,36;0,0;13,34;81,09
333;333;32,48;20347,06;0,17;2,26;0,0;2,26;0,0;0,0;0,0;0,0;32,48;5769360,7;667419,18;687704,56;-61,69;0,0;13,34;81,09
334;334;28,38;17216,75;0,16;2,11;0,0;2,11;0,0;0,0;0,0;0,0;28,38;5856586,71;583030,54;687473,29;87226,01;0,0;13,34;81,09
